inj_npoint,cd,mIoU
0,0.0,0.844649677518637
20,0.408438962192981,0.851846554616847
60,1.1860134881096034,0.8463776964076778
80,1.562873442114043,0.8444448389704011
100,1.9222599969437462,0.837246459092568
140,2.6586174871658192,0.8492677359918801
160,3.0236562630944315,0.8478646048054225
200,3.6790325612462977,0.8398729467032062
220,3.9766551741058778,0.8349347808738283
