cd_lower,mIoU
0.0,0.8604502081833296
0.5,0.8461294341246918
1.0,0.8266502391212149
1.5,0.8267061510214475
2.0,0.8196049739673905
2.5,0.810590031733417
3.0,0.7937322297298917
3.5,0.7831883096632678
4.0,0.7456379114935736
