cd_lower,mIoU,OA,IoU_0,IoU_1,IoU_2,IoU_3
0.0,0.8599283423251171,0.9303001547759434,0.8827671533046318,0.9025553392513787,0.8321659465617184,0.8222249301827393
0.5,0.8356250256403083,0.9213355004370629,0.8395048744722127,0.891245010264646,0.7990296004786536,0.8127206173457209
1.0,0.8153343964313696,0.9176708156779662,0.8100206663725774,0.8893506658322066,0.760637208584339,0.8013290449363557
1.5,0.8250321595597461,0.9225785450268817,0.8018401189027603,0.8954719426937223,0.7950324165205014,0.8077841601220006
2.0,0.8088351300146511,0.91298828125,0.7786237427204095,0.882889870516234,0.7820358973926642,0.7917910094292971
2.5,0.8186396023247109,0.9209908150337838,0.7678804235151471,0.895017064654495,0.8145542237147804,0.7971066974144215
3.0,0.7850551915757705,0.9111703725961539,0.7385303521620156,0.8822862834849123,0.731033694541802,0.7883704361143521
3.5,0.7804268024619369,0.9041553442028986,0.7280913784344843,0.8735866085708802,0.7383446981682461,0.7816845246741364
4.0,0.769349169676445,0.9072520602154047,0.6717141957277433,0.8803042375120742,0.7504133287745383,0.7749649166914242
