cd_lower,mIoU
0.0,0.8443918787462628
0.5,0.8407435978459996
1.0,0.8394261859824685
1.5,0.8444469965458125
2.0,0.845055786995645
2.5,0.8470523034362196
3.0,0.849265485871875
3.5,0.8534335091307725
4.0,0.8265574816792122
