cd_lower,class_acc
0.0,0.9705682852057885
0.5,0.9625566049102341
1.0,0.9612902302793778
1.5,0.9510160423078661
2.0,0.940683645776082
2.5,0.9350784342983147
3.0,0.9247604158207838
3.5,0.9251308388508045
4.0,0.890367430382733
