cd_lower,mIoU
0.0,0.8538060358351739
0.5,0.8578599597403865
1.0,0.8548778270063196
1.5,0.8541573233130603
2.0,0.8699966684505875
2.5,0.9102694772508386
3.0,0.9198517393105163
3.5,
4.0,
