cd_lower,mIoU
0.0,0.85661397753092
0.5,0.8518268500875674
1.0,0.8396639485386869
1.5,0.8607883458694313
2.0,0.8554845753960998
2.5,0.858481646675808
3.0,0.8429780308784552
3.5,0.8417341275577152
4.0,0.8586907389569
