cd_lower,mIoU
0.0,0.8449932131968761
0.5,0.8486581177614547
1.0,0.855549032570188
1.5,0.855135594315754
2.0,0.8593613379332656
2.5,0.8446310174380297
3.0,0.8592354862710314
3.5,0.8413912711951448
4.0,0.8750924496916452
