epsilon,accuracy_perturb_pos,accuracy_perturb_vel,accuracy_perturb_pos_vel
0.0,0.9582999296765119,0.9578047351148615,0.9585314111579935
0.1,0.9572714486638536,0.9631176746366619,0.9613080168776371
0.2,0.9510536802625409,0.9291344350679793,0.9064492498827944
0.3,0.9375269573370837,0.8702596108766996,0.8339814814814814
0.4,0.9282090951711208,0.8211070089076418,0.7826851851851853
0.5,0.9177519924988278,0.7869444444444444,0.755533286451008
0.6,0.9144444444444445,0.7593981481481482,0.7464732770745428
0.7,0.9120188701359586,0.7374074074074074,0.7329606188466946
0.8,0.914216479137365,0.7268981481481481,0.7452514064697611
0.9,0.9127859821847164,0.7135648148148148,0.7506557665260196
1.0,0.9137283169245196,0.7031159165494608,0.757188818565401
1.1,0.9051224800750117,0.6985185185185185,0.7678146976090015
1.2,0.9062289029535864,0.6888566572902016,0.7761820206282232
1.3,0.8978281762775435,0.6881944444444444,0.7868840834505393
1.4,0.8846102906704174,0.6878703703703704,0.7950322315986873
1.5,0.8739105719643692,0.6806944444444445,0.799534692920769
1.6,0.8605561415846226,0.6818196202531644,0.8167885607126115
1.7,0.8470669245194558,0.6774537037037036,0.811459212376934
1.8,0.8219309657759022,0.6751388888888888,0.827165377402719
1.9,0.8163783403656819,0.67375,0.8277601969057666
2.0,0.7906399437412094,0.669675925925926,0.8355221518987341
2.1,0.7854430379746833,0.6714351851851851,0.8326265822784807
2.2,0.768707805907173,0.6675,0.8353158696671354
2.3,0.7278410689170182,0.6665740740740741,0.8274308485700892
2.4,0.7147737927801219,0.6641203703703703,0.8445575480543833
2.5,0.7038414205344585,0.6631622128457572,0.8294415142991092
2.6,0.6907260900140646,0.6612177684013127,0.8276717065166433
2.7,0.6590101969057662,0.6631622128457573,0.8350972808251289
2.8,0.6622321847163618,0.6598611111111111,0.8236585794655414
2.9,0.6401107594936708,0.6636574074074074,0.8328006329113923
3.0,0.621700656352555,0.656712962962963,0.8134739803094234
3.1,0.6196026722925456,0.6570833333333334,0.8132471870604785
3.2,0.6108679090482888,0.6557870370370371,0.8207964135021099
3.3,0.6048640412564463,0.6548611111111111,0.8177537505860292
3.4,0.5916947960618847,0.6527777777777778,0.818988513830286
3.5,0.587076887013596,0.653439990623535,0.8065318799812469
3.6,0.5777560947022973,0.6521899906235349,0.8109634317862165
3.7,0.5692996952648851,0.6506944444444445,0.8017410923581809
3.8,0.5624531176746367,0.6495048054383499,0.8088941631504923
3.9,0.5567457805907172,0.6502314814814815,0.7994186591654947
4.0,0.5533245428973275,0.6518518518518519,0.7995481715893109
