cd_lower,class_acc
0.0,0.9745190539561767
0.5,0.962982847807142
1.0,0.9491320842796475
1.5,0.9421850362537023
2.0,0.9317154852975269
2.5,0.9320709490845358
3.0,0.91475004937974
3.5,0.9277723059549604
4.0,0.8976910442045721
