inj_npoint,cd,mIoU
0,0.0,0.810776198010166
20,0.4062182015127199,0.7355963080685544
60,1.1925024819146128,0.6676619953263725
80,1.5628724031765429,0.6451596260930486
100,1.9432942482078994,0.6222197821663568
140,2.6525818873156455,0.5988440241633566
160,2.9997357432970677,0.5856806867174751
200,3.6866958129161813,0.571200690191819
220,4.012414710960699,0.5614750038439917
