cd_lower,mIoU,OA,IoU_0,IoU_1,IoU_2,IoU_3
0.0,0.5923357176893087,0.8777542571107785,0.7411004513091357,0.8347707984661106,0.019534929467920594,0.7739366915140681
0.5,0.5936842816471164,0.8778974044421488,0.7407464082008132,0.8342796963471301,0.025646816358943413,0.7740642056815789
1.0,0.5933576797046269,0.8794762281128404,0.7411443518340314,0.8366216360624531,0.017480424696213234,0.7781843062258101
1.5,0.5927062688181094,0.8784827848451328,0.7376634314916479,0.8358569141321099,0.02159294619156667,0.7757117834571132
2.0,0.6002154931830618,0.8785878992290749,0.7678926889728122,0.8342259961457474,0.02259216310146432,0.7761511245122231
2.5,0.5958511957208863,0.878948974609375,0.7524953545239228,0.8353927109754634,0.01917090171927497,0.7763458156648839
3.0,0.5892506416599774,0.8752271075581395,0.7408881975001118,0.8315062134968811,0.017703083675540944,0.7669050719673757
3.5,0.5953369425595527,0.8785763302364865,0.7581621110807705,0.835408949738379,0.012791651576991114,0.7749850578420702
4.0,0.6001723358832555,0.8812376829954955,0.7593996770452636,0.8394834487579625,0.023662123060432187,0.7781440946693636
