cd_lower,mIoU
0.0,0.8087794448454224
0.5,0.7514856462176398
1.0,0.6897809586211789
1.5,0.6496718889298819
2.0,0.6373330733072846
2.5,0.6005538277480854
3.0,0.6034172290677078
3.5,0.5481851451599661
4.0,0.5039062233561653
